date,home,away,winner,loser,winner_pts,loser_pts
2026-07-24,Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,11,3
2026-07-24,Miami Marlins,San Diego Padres,San Diego Padres,Miami Marlins,4,2
2026-07-24,Boston Red Sox,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,6,4
2026-07-24,Chicago White Sox,Houston Astros,Houston Astros,Chicago White Sox,9,5
2026-07-24,Texas Rangers,Seattle Mariners,Texas Rangers,Seattle Mariners,5,4
2026-07-24,Minnesota Twins,Athletics,Athletics,Minnesota Twins,2,0
2026-07-24,St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,St. Louis Cardinals,4,2
2026-07-24,San Francisco Giants,Los Angeles Angels,San Francisco Giants,Los Angeles Angels,7,6
2026-07-25,Detroit Tigers,Kansas City Royals,Kansas City Royals,Detroit Tigers,3,2
2026-07-25,Washington Nationals,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks,5,3
2026-07-25,San Francisco Giants,Los Angeles Angels,San Francisco Giants,Los Angeles Angels,9,2
2026-07-25,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,Boston Red Sox,6,0
2026-07-25,Miami Marlins,San Diego Padres,San Diego Padres,Miami Marlins,7,2
2026-07-25,Philadelphia Phillies,New York Yankees,New York Yankees,Philadelphia Phillies,3,1
2026-07-25,Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,3,0
2026-07-25,Pittsburgh Pirates,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,10,0
2026-07-25,Baltimore Orioles,Atlanta Braves,Baltimore Orioles,Atlanta Braves,3,2
2026-07-25,Minnesota Twins,Athletics,Minnesota Twins,Athletics,2,0
2026-07-25,Chicago White Sox,Houston Astros,Houston Astros,Chicago White Sox,4,1
2026-07-25,Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Colorado Rockies,8,5
2026-07-25,New York Mets,Los Angeles Dodgers,Los Angeles Dodgers,New York Mets,4,3
2026-07-25,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,Cincinnati Reds,7,0
2026-07-25,Texas Rangers,Seattle Mariners,Texas Rangers,Seattle Mariners,7,1
2026-07-26,Tampa Bay Rays,Cleveland Guardians,Tampa Bay Rays,Cleveland Guardians,1,0
2026-07-26,Washington Nationals,Arizona Diamondbacks,Washington Nationals,Arizona Diamondbacks,10,7
2026-07-26,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,Chicago Cubs,8,7
2026-07-26,Boston Red Sox,Toronto Blue Jays,Boston Red Sox,Toronto Blue Jays,6,1
2026-07-26,Baltimore Orioles,Atlanta Braves,Atlanta Braves,Baltimore Orioles,3,2
2026-07-26,Detroit Tigers,Kansas City Royals,Kansas City Royals,Detroit Tigers,5,4
2026-07-26,New York Mets,Los Angeles Dodgers,New York Mets,Los Angeles Dodgers,8,3
2026-07-26,Miami Marlins,San Diego Padres,San Diego Padres,Miami Marlins,5,3
2026-07-26,Minnesota Twins,Athletics,Minnesota Twins,Athletics,11,8
2026-07-26,Chicago White Sox,Houston Astros,Chicago White Sox,Houston Astros,12,3
2026-07-26,Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Colorado Rockies,11,2
2026-07-26,St. Louis Cardinals,Cincinnati Reds,Cincinnati Reds,St. Louis Cardinals,5,3
2026-07-26,Texas Rangers,Seattle Mariners,Seattle Mariners,Texas Rangers,6,4
2026-07-26,San Francisco Giants,Los Angeles Angels,Los Angeles Angels,San Francisco Giants,4,3
2026-07-26,Philadelphia Phillies,New York Yankees,Philadelphia Phillies,New York Yankees,11,4
2026-07-27,Texas Rangers,Seattle Mariners,Texas Rangers,Seattle Mariners,7,3
2026-07-27,Detroit Tigers,Baltimore Orioles,Baltimore Orioles,Detroit Tigers,8,5
2026-07-27,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh Pirates,Arizona Diamondbacks,3,2
2026-07-27,Miami Marlins,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,8,7
2026-07-27,Washington Nationals,Toronto Blue Jays,Toronto Blue Jays,Washington Nationals,3,2
2026-07-27,New York Mets,Atlanta Braves,New York Mets,Atlanta Braves,13,3
2026-07-27,Chicago White Sox,New York Yankees,New York Yankees,Chicago White Sox,9,5
2026-07-27,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,St. Louis Cardinals,7,3
2026-07-27,Los Angeles Angels,Houston Astros,Houston Astros,Los Angeles Angels,6,4
2026-07-27,Athletics,Boston Red Sox,Boston Red Sox,Athletics,4,2
2026-07-27,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,3,0
2026-07-28,Cincinnati Reds,Cleveland Guardians,Cleveland Guardians,Cincinnati Reds,6,5
2026-07-28,Cincinnati Reds,Cleveland Guardians,Cincinnati Reds,Cleveland Guardians,2,0
2026-07-28,Detroit Tigers,Baltimore Orioles,Detroit Tigers,Baltimore Orioles,10,0
2026-07-28,Pittsburgh Pirates,Arizona Diamondbacks,Arizona Diamondbacks,Pittsburgh Pirates,8,7
2026-07-28,Tampa Bay Rays,Texas Rangers,Texas Rangers,Tampa Bay Rays,4,1
2026-07-28,Miami Marlins,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,1,0
2026-07-28,Washington Nationals,Toronto Blue Jays,Washington Nationals,Toronto Blue Jays,8,6
2026-07-28,Minnesota Twins,Kansas City Royals,Minnesota Twins,Kansas City Royals,3,2
2026-07-28,Chicago White Sox,New York Yankees,New York Yankees,Chicago White Sox,3,2
2026-07-28,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,St. Louis Cardinals,10,2
2026-07-28,Los Angeles Angels,Houston Astros,Houston Astros,Los Angeles Angels,3,2
2026-07-28,Athletics,Boston Red Sox,Athletics,Boston Red Sox,4,3
2026-07-28,San Diego Padres,Colorado Rockies,San Diego Padres,Colorado Rockies,8,7
2026-07-28,San Francisco Giants,Milwaukee Brewers,Milwaukee Brewers,San Francisco Giants,8,2
2026-07-28,Los Angeles Dodgers,Seattle Mariners,Seattle Mariners,Los Angeles Dodgers,7,6
2026-07-29,Miami Marlins,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,8,6
2026-07-29,Pittsburgh Pirates,Arizona Diamondbacks,Arizona Diamondbacks,Pittsburgh Pirates,3,0
2026-07-29,Washington Nationals,Toronto Blue Jays,Toronto Blue Jays,Washington Nationals,5,2
2026-07-29,Detroit Tigers,Baltimore Orioles,Baltimore Orioles,Detroit Tigers,10,9
2026-07-29,New York Mets,Atlanta Braves,New York Mets,Atlanta Braves,3,2
2026-07-29,New York Mets,Atlanta Braves,Atlanta Braves,New York Mets,1,0
2026-07-29,San Francisco Giants,Milwaukee Brewers,San Francisco Giants,Milwaukee Brewers,13,3
2026-07-29,San Diego Padres,Colorado Rockies,San Diego Padres,Colorado Rockies,3,1
2026-07-29,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays,Texas Rangers,3,0
2026-07-29,Cincinnati Reds,Cleveland Guardians,Cleveland Guardians,Cincinnati Reds,6,1
2026-07-29,Minnesota Twins,Kansas City Royals,Kansas City Royals,Minnesota Twins,4,0
2026-07-29,Chicago White Sox,New York Yankees,Chicago White Sox,New York Yankees,6,5
2026-07-29,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals,Chicago Cubs,3,2
2026-07-29,Los Angeles Angels,Houston Astros,Houston Astros,Los Angeles Angels,7,4
2026-07-29,Athletics,Boston Red Sox,Boston Red Sox,Athletics,4,2
2026-07-29,Los Angeles Dodgers,Seattle Mariners,Los Angeles Dodgers,Seattle Mariners,4,2
2026-07-30,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays,Texas Rangers,3,2
2026-07-30,Minnesota Twins,Kansas City Royals,Minnesota Twins,Kansas City Royals,4,3
2026-07-30,Chicago White Sox,New York Yankees,Chicago White Sox,New York Yankees,2,1
2026-07-30,St. Louis Cardinals,Chicago Cubs,Chicago Cubs,St. Louis Cardinals,4,2
2026-07-30,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh Pirates,3,2
2026-07-30,New York Mets,Miami Marlins,New York Mets,Miami Marlins,4,2
2026-07-30,Atlanta Braves,Washington Nationals,Atlanta Braves,Washington Nationals,5,4
2026-07-30,Athletics,Boston Red Sox,Boston Red Sox,Athletics,5,4
2026-07-30,San Diego Padres,San Francisco Giants,San Francisco Giants,San Diego Padres,4,1
2026-07-30,Los Angeles Dodgers,Seattle Mariners,Los Angeles Dodgers,Seattle Mariners,6,2
2026-07-31,Chicago Cubs,New York Yankees,New York Yankees,Chicago Cubs,2,0
2026-07-31,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh Pirates,8,7
2026-07-31,Baltimore Orioles,Philadelphia Phillies,Baltimore Orioles,Philadelphia Phillies,6,4
2026-07-31,Toronto Blue Jays,St. Louis Cardinals,Toronto Blue Jays,St. Louis Cardinals,3,1
2026-07-31,Cleveland Guardians,Arizona Diamondbacks,Arizona Diamondbacks,Cleveland Guardians,4,1
2026-07-31,Tampa Bay Rays,Chicago White Sox,Chicago White Sox,Tampa Bay Rays,6,1
2026-07-31,New York Mets,Miami Marlins,Miami Marlins,New York Mets,5,2
2026-07-31,Atlanta Braves,Washington Nationals,Atlanta Braves,Washington Nationals,6,2
2026-07-31,Houston Astros,Texas Rangers,Houston Astros,Texas Rangers,11,2
2026-07-31,Colorado Rockies,Kansas City Royals,Colorado Rockies,Kansas City Royals,3,1
2026-07-31,Los Angeles Angels,Milwaukee Brewers,Milwaukee Brewers,Los Angeles Angels,6,2
2026-07-31,Athletics,Detroit Tigers,Detroit Tigers,Athletics,11,1
2026-07-31,San Diego Padres,San Francisco Giants,San Diego Padres,San Francisco Giants,7,0
2026-07-31,Los Angeles Dodgers,Boston Red Sox,Boston Red Sox,Los Angeles Dodgers,9,4
2026-07-31,Seattle Mariners,Minnesota Twins,Minnesota Twins,Seattle Mariners,5,3
2026-08-01,Toronto Blue Jays,St. Louis Cardinals,Toronto Blue Jays,St. Louis Cardinals,5,1
2026-08-01,Seattle Mariners,Minnesota Twins,Seattle Mariners,Minnesota Twins,4,3
2026-08-01,Tampa Bay Rays,Chicago White Sox,Tampa Bay Rays,Chicago White Sox,1,0
2026-08-01,New York Mets,Miami Marlins,Miami Marlins,New York Mets,6,2
2026-08-01,Cincinnati Reds,Pittsburgh Pirates,Pittsburgh Pirates,Cincinnati Reds,4,1
2026-08-01,Baltimore Orioles,Philadelphia Phillies,Philadelphia Phillies,Baltimore Orioles,5,0
2026-08-01,Houston Astros,Texas Rangers,Houston Astros,Texas Rangers,5,4
2026-08-01,Cleveland Guardians,Arizona Diamondbacks,Arizona Diamondbacks,Cleveland Guardians,12,8
2026-08-01,Atlanta Braves,Washington Nationals,Atlanta Braves,Washington Nationals,8,3
2026-08-01,Chicago Cubs,New York Yankees,Chicago Cubs,New York Yankees,5,2
2026-08-01,Colorado Rockies,Kansas City Royals,Colorado Rockies,Kansas City Royals,12,6
2026-08-01,San Diego Padres,San Francisco Giants,San Diego Padres,San Francisco Giants,6,5
2026-08-01,Los Angeles Dodgers,Boston Red Sox,Boston Red Sox,Los Angeles Dodgers,3,2
2026-08-01,Los Angeles Angels,Milwaukee Brewers,Milwaukee Brewers,Los Angeles Angels,3,1
2026-08-01,Athletics,Detroit Tigers,Detroit Tigers,Athletics,8,6
2026-08-02,Baltimore Orioles,Philadelphia Phillies,Philadelphia Phillies,Baltimore Orioles,8,0
2026-08-02,Atlanta Braves,Washington Nationals,Atlanta Braves,Washington Nationals,4,2
2026-08-02,Toronto Blue Jays,St. Louis Cardinals,St. Louis Cardinals,Toronto Blue Jays,5,1
2026-08-02,Cleveland Guardians,Arizona Diamondbacks,Cleveland Guardians,Arizona Diamondbacks,5,0
2026-08-02,Cincinnati Reds,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh Pirates,10,2
2026-08-02,Tampa Bay Rays,Chicago White Sox,Chicago White Sox,Tampa Bay Rays,9,1
2026-08-02,New York Mets,Miami Marlins,Miami Marlins,New York Mets,2,0
2026-08-02,Houston Astros,Texas Rangers,Houston Astros,Texas Rangers,7,3
2026-08-02,Chicago Cubs,New York Yankees,New York Yankees,Chicago Cubs,2,1
2026-08-02,Colorado Rockies,Kansas City Royals,Colorado Rockies,Kansas City Royals,8,1
2026-08-02,Los Angeles Angels,Milwaukee Brewers,Los Angeles Angels,Milwaukee Brewers,3,0
2026-08-02,Athletics,Detroit Tigers,Detroit Tigers,Athletics,10,0
2026-08-02,San Diego Padres,San Francisco Giants,San Diego Padres,San Francisco Giants,5,4
2026-08-02,Seattle Mariners,Minnesota Twins,Seattle Mariners,Minnesota Twins,7,6
2026-08-02,Los Angeles Dodgers,Boston Red Sox,Boston Red Sox,Los Angeles Dodgers,8,4
2026-08-03,Philadelphia Phillies,Washington Nationals,Philadelphia Phillies,Washington Nationals,6,3
2026-08-03,New York Yankees,St. Louis Cardinals,St. Louis Cardinals,New York Yankees,13,7
2026-08-03,Milwaukee Brewers,Pittsburgh Pirates,Pittsburgh Pirates,Milwaukee Brewers,4,3
2026-08-03,Chicago Cubs,Los Angeles Dodgers,Chicago Cubs,Los Angeles Dodgers,10,5
2026-08-03,Texas Rangers,San Francisco Giants,San Francisco Giants,Texas Rangers,5,1
